training/actor/actor_loss,training/actor/distill_loss,training/actor/mse,training/actor/next_ob_flow_loss,training/actor/q,training/actor/q_loss,training/critic/critic_loss,training/critic/q_max,training/critic/q_mean,training/critic/q_min,training/grad/max,training/grad/min,training/grad/norm,time/epoch_time,time/total_time,step
24.236282,0.18026239,0.17860791,0.63327765,-21.80038,21.80038,1.2865403,-2.8986359,-21.893955,-24.614307,0.6134309,-0.5443191,25.959877,0.08763105554580689,438.1552953720093,5000
33.936607,0.17167628,0.17460527,0.5534625,-31.666384,31.666384,1.563722,-5.526835,-32.119556,-41.84555,2.665844,-2.0135086,42.20462,0.010242288064956665,489.3667962551117,10000
40.41236,0.1390121,0.13808733,0.4966342,-38.525604,38.525604,2.791267,-2.7372437,-38.881187,-55.138702,5.362576,-4.668822,118.03512,0.009551966476440429,537.1266691684723,15000
46.658115,0.15887323,0.15346915,0.4703756,-44.599007,44.599007,1.0852444,-0.92367315,-45.14551,-65.972374,1.2208321,-0.969029,31.980772,0.009780058717727661,586.0270030498505,20000
46.851265,0.15125102,0.14908904,0.4526597,-44.886097,44.886097,1.9671341,0.28645805,-45.299316,-74.71104,1.865419,-1.1585813,48.63902,0.009732183694839478,634.6879613399506,25000
46.448616,0.14388053,0.14047986,0.43702158,-44.57279,44.57279,1.6991113,-0.25754604,-45.02864,-82.21283,1.2705728,-1.7971026,49.704956,0.009798382472991944,683.6798961162567,30000
48.74956,0.13867427,0.13726597,0.42822197,-46.934597,46.934597,1.7339528,0.36245197,-47.375053,-87.86857,2.602326,-1.8397732,59.345963,0.009867755651473999,733.0187177658081,35000
45.246216,0.12661192,0.12557054,0.40786552,-43.57223,43.57223,2.2875214,1.0686009,-44.044113,-92.233925,4.1027946,-2.8198135,64.44377,0.009833773136138917,782.1876249313354,40000
48.349545,0.13778141,0.13381656,0.40068716,-46.571045,46.571045,1.4911298,0.21771194,-47.088837,-94.85891,2.7687345,-3.5324502,58.36938,0.009871573734283448,831.5455164909363,45000
47.993534,0.1333147,0.13194865,0.3948294,-46.265556,46.265556,1.3157299,-3.7799656,-46.761986,-96.28663,4.241754,-3.8999157,70.541466,0.009903682136535644,881.0639696121216,50000
50.088116,0.1350916,0.13282552,0.37829918,-48.358902,48.358902,1.9376208,0.30575007,-48.93937,-98.58923,3.6074283,-4.086443,62.266586,0.009862872314453125,930.3783543109894,55000
49.302086,0.11886677,0.11500995,0.39265922,-47.72076,47.72076,1.6126921,-0.15212724,-48.204346,-99.35399,3.3250372,-2.6542852,71.53558,0.009649101591110229,978.6239101886749,60000
55.271275,0.124230385,0.12215954,0.35721442,-53.671757,53.671757,1.1763551,-0.24484943,-54.13425,-100.75564,1.9135517,-2.049365,46.276745,0.009907620334625245,1028.1620590686798,65000
47.48301,0.1341283,0.13243742,0.38430142,-45.757423,45.757423,1.5407598,-0.23709305,-46.29814,-100.89401,5.660328,-4.9332237,63.658752,0.009971742343902587,1078.020813703537,70000
50.02016,0.1258874,0.122740686,0.35623989,-48.40505,48.40505,1.6617391,1.9489067,-48.883965,-102.02323,3.450704,-7.1811867,88.99763,0.009987319850921631,1127.9574511051178,75000
52.649906,0.11731399,0.11473477,0.36632767,-51.11044,51.11044,1.876343,0.76374924,-51.61166,-102.28383,5.5651217,-7.1229267,74.52665,0.009987747192382813,1177.8962259292603,80000
52.667572,0.12570813,0.123783946,0.31842187,-51.092068,51.092068,2.1756644,-0.0074265897,-51.586044,-102.79642,3.8056817,-3.92391,74.684395,0.009744991493225098,1226.6212258338928,85000
52.21807,0.122611046,0.12077034,0.3597534,-50.632206,50.632206,1.0457919,0.22003555,-51.088882,-102.99071,2.9040184,-3.5241818,45.45077,0.010100142526626587,1277.1219820976257,90000
51.731094,0.121190146,0.11912894,0.36569247,-50.1535,50.1535,1.2505273,0.67623216,-50.611794,-104.167625,2.7952602,-3.4646537,49.605507,0.009940136528015137,1326.8227021694183,95000
48.68609,0.13042106,0.1278665,0.36131862,-47.02056,47.02056,1.3859496,1.0204419,-47.427235,-103.06808,4.31465,-4.105433,70.35431,0.009775003767013549,1375.6977519989014,100000
53.0254,0.11059216,0.110272616,0.37778804,-51.541687,51.541687,1.3754348,0.31882375,-52.02283,-103.267715,2.3726292,-2.377574,46.949825,0.02474489974975586,1499.4223017692566,105000
48.313213,0.116917506,0.11334777,0.35887617,-46.785164,46.785164,0.98262894,0.8455212,-47.17035,-103.425064,2.0694602,-3.806003,46.348877,0.009800722122192383,1548.4259679317474,110000
50.47543,0.11228905,0.112003095,0.33306175,-49.019478,49.019478,1.601732,0.16659345,-49.43421,-104.5245,3.0058424,-2.3406372,57.34422,0.0100645423412323,1598.7487170696259,115000
50.375263,0.11464061,0.112399876,0.3441977,-48.88466,48.88466,1.0191203,0.70965505,-49.335068,-105.2896,1.9132807,-3.5589256,40.83275,0.010074843502044678,1649.1229588985443,120000
50.50927,0.12132786,0.11849356,0.32342583,-48.972565,48.972565,1.2354498,1.0730712,-49.444046,-103.567894,2.4733672,-3.3334663,49.594097,0.010250477933883667,1700.375391960144,125000
49.239616,0.11027934,0.108116455,0.32146776,-47.815353,47.815353,1.0523624,1.4091784,-48.20273,-103.86662,2.0281348,-1.9163259,38.499916,0.009942693185806274,1750.0889177322388,130000
49.58961,0.10825356,0.107807435,0.34506595,-48.16201,48.16201,0.9778261,0.44057983,-48.515823,-102.68088,1.8369473,-1.8591154,38.733692,0.010123815250396729,1800.7080371379852,135000
48.563263,0.12561023,0.12241598,0.34713152,-46.96003,46.96003,1.871023,0.72383475,-47.671093,-103.213036,15.238185,-11.960957,124.16595,0.010021388149261474,1850.815001964569,140000
