training/actor/actor_loss,training/actor/adv,training/actor/bc_log_prob,training/actor/mse,training/actor/std,training/critic/critic_loss,training/critic/q_max,training/critic/q_mean,training/critic/q_min,training/grad/max,training/grad/min,training/grad/norm,training/value/v_max,training/value/v_mean,training/value/v_min,training/value/value_loss,time/epoch_time,time/total_time,step
25.430304,-0.7100582,-9.2438345,0.47308153,1.0,0.53329945,0.0,-21.93848,-23.87288,2.7058146,-2.9124293,82.74817,-3.3775995,-21.194744,-23.114096,0.015388351,0.015918518352508546,79.59259510040283,5000
15.028547,-0.77621555,-8.814709,0.36579996,1.0,0.7371844,0.0,-35.89238,-40.936573,8.687129,-6.9415007,115.45049,-1.7611918,-35.319057,-40.33837,0.03554366,0.001333514165878296,86.26017022132874,10000
25.588882,-0.65284145,-8.521528,0.29250515,1.0,1.2338383,0.0,-46.50695,-55.04816,7.5017295,-6.406424,130.43445,-2.0336766,-45.94181,-54.591217,0.054714628,0.0012616621017456054,92.56848454475403,15000
45.851727,-0.3969355,-8.351238,0.24993248,1.0,1.399765,0.0,-53.02726,-65.91448,8.933774,-6.256361,159.93636,-1.0956988,-52.566204,-65.56168,0.05709713,0.0012785664081573487,98.96132040023804,20000
41.157036,-0.48057756,-8.280323,0.23220387,1.0,1.3604674,0.0,-59.024643,-73.61348,8.923486,-9.6543455,159.24948,0.3536184,-58.72203,-73.35581,0.07336784,0.0012787745952606202,105.35519623756409,25000
47.481213,-0.43404186,-8.1977005,0.2115481,1.0,1.0828366,0.0,-63.75236,-79.23321,9.344322,-6.5534477,127.40038,-0.56188905,-63.342224,-79.0233,0.060754944,0.0012861804485321045,111.78610157966614,30000
110.39432,-0.29473406,-8.162274,0.20269158,1.0,2.036623,0.0,-64.47523,-83.97423,29.316397,-46.928833,435.70477,-1.343952,-64.15094,-83.83404,0.07123384,0.0012860731601715089,118.2164716720581,35000
28.498951,-0.66660184,-8.215801,0.21607335,1.0,1.2608805,0.0,-67.95682,-86.97723,12.999297,-13.07158,224.36426,-0.16951054,-67.66647,-86.82232,0.056291107,0.0013796186447143555,125.11456823348999,40000
83.34802,-0.7181828,-8.169188,0.20441996,1.0,5.7757263,-2.062407,-68.55736,-102.85602,70.36374,-37.81055,503.4658,-1.1686021,-68.23696,-102.20562,0.14323789,0.0013684789180755615,131.9569661617279,45000
75.53894,-0.50358915,-8.10186,0.18758778,1.0,3.2905421,0.0,-72.58021,-121.79864,46.817184,-26.732256,352.99847,-3.60755,-72.3493,-122.02049,0.06459798,0.001384092140197754,138.8774299621582,50000
82.16269,-0.3314426,-8.165575,0.20351675,1.0,0.93613505,-2.5870986,-71.81394,-95.31464,7.2525926,-8.379707,167.89484,-1.263375,-71.50551,-95.28148,0.082497776,0.001423711633682251,145.99599194526672,55000
